Datetime,Tweet Id,Username,Text,Hashtag,Language
2022-11-26 18:15:28+00:00,1596568336166526978,DiomFels,@vonderleyen @ZelenskyyUa @EU_Commission what's about your phone call with @AlbertBourla? Time to go home,,en
2022-11-26 18:15:27+00:00,1596568329673928704,Bruno1958,@vonderleyen @ZelenskyyUa @EU_Commission Lady Pfizer check this out. https://t.co/MBDFMW2hI9,,en
2022-11-26 18:15:20+00:00,1596568299495907329,dicostanzo_j,"@vonderleyen @ZelenskyyUa @UA_EUMission Fact, people are starving, and usurper Von jezebel will not engage in peace talks to help the starving people you can see her agenda as clear as day now",,en
2022-11-26 18:14:58+00:00,1596568209322565632,ostap_kozak,@ufjejfhd @IngridaSimonyte @ZelenskyyUa who would have thought even 9 months ago that EU membership negotiations could start already in 2023 ? Anything is possible.,,en
2022-11-26 18:14:54+00:00,1596568191912022016,handymanjoe,"@vonderleyen @ZelenskyyUa @UA_EUMission Ban Wagner, classify Wagner as a terrorist group, seize all their assets and freeze all their funds,
Increase sanctions against Russia, Belarus, Serbia, Syria, Iran and North Korea to the max, work with partners to make this happen. Time for action.",,en
2022-11-26 18:14:51+00:00,1596568181337952257,vincenzosciarr3,@MFA_Ukraine @ZelenskyyUa I wish you the best. I am so sorry you have to suffer so much. No other solution you can envision?,,en
2022-11-26 18:14:50+00:00,1596568174102990848,miele_rodriguez,@vonderleyen @ZelenskyyUa @UA_EUMission Screw Zelensky. Hes a liar &amp; a crook.,,en
2022-11-26 18:14:48+00:00,1596568166905581568,BJ_Vorster_,@vonderleyen @ZelenskyyUa @EU_Commission It's shocking to see European elites suddenly care  about the Holodomor. A year ago the Holocaust was the only man made disaster they cared about.,,en
2022-11-26 18:14:47+00:00,1596568162161524736,RitaMar93112090,"@dbtibet @alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Why shouldn’t we recognize this ?
Sralinism was bad for Ukraine and also to many Russians",,en
2022-11-26 18:14:24+00:00,1596568068008071168,RAWONE420,@DefenceU @ZelenskyyUa You Nazis will perish! The world fought AGAINST the Nazis during WW2 &amp; will watch your ivory towers crumble. Believe that. Z is a cowardly puppet. https://t.co/5dL0dCdD14,,en
2022-11-26 18:14:06+00:00,1596567989750562816,Landerbrau1969,@vonderleyen @ZelenskyyUa @EU_Commission Can you just GO AWAY?,,en
2022-11-26 18:13:59+00:00,1596567961384488965,Ormus3,"@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Belgium have a History of Killing and maiming Africans,no wonder they are friends with the Nazis.",,en
2022-11-26 18:13:59+00:00,1596567960487088129,EmporiumFred,"@Llana_Kila @mdfzeh @ZvikaKlein @ZelenskyyUa @Jerusalem_Post @Ukraine @MFA_Ukraine Have fun in jail Nazis. 🤦‍♂️

Just like Navalny at one of your RIM Nazi marches. Funny how the US cant help but support its Nazis like Navalny in Ukraine and Russia. https://t.co/cQjcVkZ78a",,en
2022-11-26 18:13:58+00:00,1596567957030989835,Taaarten,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Great to see you went for the awkward handshake hug.,,en
2022-11-26 18:13:48+00:00,1596567916757286914,loquenosedice0,"@Darklor33703062 @DefenceU @ZelenskyyUa with people like you, you would still be a british colony 😂😂😂.  Don't tell me who your idol is, I know she's a Putin puppet",,en
2022-11-26 18:13:43+00:00,1596567896368390144,PopsinNorCal,@DefenceU @ZelenskyyUa Stay strong 🇺🇦,,en
2022-11-26 18:13:43+00:00,1596567892492951554,StenaZabel,"@andre_janiuk @MFA_Ukraine @ZelenskyyUa Zelensky, Poroshenko, Putin, Peskov  and all the generals in Ukraine and Russia, to Siberia forever. Joe Biden must also be arrested. Trump if necessary. Everyone is to blame for the suffering of the Slavic peoples.",,en
2022-11-26 18:13:13+00:00,1596567766974201857,libertad20216,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM NOT IN MY NAME! I do NOT support corruption!,,en
2022-11-26 18:12:58+00:00,1596567706433916928,ChrisMW17,@besiz @vonderleyen @ZelenskyyUa @EU_Commission No Visa liberalization for Kosovo and you are really asking why you don’t get it now …. or in the next 15 years? 😂,,en
2022-11-26 18:12:31+00:00,1596567592491155457,TimS98546018,@MFA_Ukraine @ZelenskyyUa GLORY TO UKRAINE  !!!! REALLY HOPE THAT YOU WIN,,en
2022-11-26 18:12:22+00:00,1596567554876919809,Mima25908021,@alexanderdecroo @ZelenskyyUa @hadjalahbib We ask world leaders to wake up. Zelensky is seeking NATO's entry into a third world war. Beware of this clown who does not know the interests of his people. Addiction has destroyed him. https://t.co/l6GWBCpWJw,,en
2022-11-26 18:12:18+00:00,1596567536279379971,RitaMar93112090,@FredDhondt @alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Indeed it’s a disaster,,en
2022-11-26 18:12:13+00:00,1596567515274280961,denspw,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM shortages caused by western sanctions.,,en
2022-11-26 18:12:05+00:00,1596567482139136000,LordMordi,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Yes yes and still buying russian diamonds,,en
2022-11-26 18:12:01+00:00,1596567465630179328,Essen419,"@Pete_Arv @Geostrategic777 @ChinaCovid666 @EraMertyn @LvivJournal @ZelenskyyUa Seems your out-of-context graphic doesn’t show the true nature of declining support for the current system in favor of the precious system.

Same media source: https://t.co/K6jJf0Jaso",,en
2022-11-26 18:11:58+00:00,1596567453790007296,Ormus3,@vonderleyen @ZelenskyyUa @EU_Commission The very same EU countries who got the grain were also sending back weapons.,,en
2022-11-26 18:11:49+00:00,1596567417555226624,RitaMar93112090,"@SheikJaBooti @hamerkeklop @alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Stop this nonsense
This war should have been avoided
Thank Washington provoking and provoking
Let’s hope this doesn’t end in ww3",,en
2022-11-26 18:11:38+00:00,1596567372130930689,Darklor33703062,"@Bacchus92377966 @DefenceU @ZelenskyyUa So negotiations for a cease fire is supporting fascist, well if supporting war and not peace makes me a fascist, I’m ok with that, peace should be what everyone is pushing for",,en
2022-11-26 18:11:32+00:00,1596567347078516739,Report7115,"@vonderleyen @ZelenskyyUa @UA_EUMission How to betray a friend and good ally and bringing Russia and China to Persian Gulf.  These bullets kind these teens and teen gers
Shame https://t.co/wBtqW0mn8R",,en
2022-11-26 18:11:28+00:00,1596567329982541824,jancal11,"@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Echt, Belgium is not, you are! You are trowing and spending money of an account that if every company would have would be 100times bankrupt, but you just keep going on!!!",,en
2022-11-26 18:11:08+00:00,1596567244502437888,tanveeradil4u,@PJ77PJ @aquitainexox @JamesCleverly @ZelenskyyUa @reformparty_uk More or less…he is the saviour of Britain and Ukraine,,en
2022-11-26 18:11:05+00:00,1596567230224875520,tasetipresident,@Maks_Lviv @DefenceU @Liberov @ZelenskyyUa You will survive because you are well protected from Winter. You can't say the same for indigenous Ukrainian women and children who have been suffering since this war began,,en
2022-11-26 18:10:59+00:00,1596567207219236864,Bedakken,"@vonderleyen @ZelenskyyUa @EU_Commission Long live the ""foodhubs""....
Fucking witch!",,en
2022-11-26 18:10:49+00:00,1596567165074898944,AndreaLionello_,@Polaris47862489 @vonderleyen @ZelenskyyUa @UA_EUMission Who? Azerbaijan? Qatar? Saudi? Wich one?,,en
2022-11-26 18:10:40+00:00,1596567128320024578,ABiratsis,"@JMLC78 @IsabelO20183051 @vonderleyen @ZelenskyyUa @EU_Commission They are just promoting the antirussian propaganda as they did in Ukraine and other ex Soviet Countries for decades convincing people that Russia is the real evil. That continuous hate is one of the reasons we are where we are today. But Russia survives, she always does!",,en
2022-11-26 18:10:29+00:00,1596567079091830787,ChrisMW17,"@AmanKum91127471 @vonderleyen @ZelenskyyUa @EU_Commission India and China? In the same team?Good joke
These countries are closer to fight each other than Russia and America ever was.",,en
2022-11-26 18:10:11+00:00,1596567006173696000,Ormus3,"@vonderleyen @ZelenskyyUa @EU_Commission All the grain was going to EU countries,none for Africa and the Global south.",,en
2022-11-26 18:10:01+00:00,1596566962465042432,JailMiller,@vonderleyen @ZelenskyyUa @EU_Commission Meanwhile you want to destroy Russian economy lol,,en
2022-11-26 18:09:27+00:00,1596566820328464384,CZMartin07,"@DmytroKuleba @ZelenskyyUa It was created under his Majesty Stalin, as it's his  state owned farming policies in Ukraine in the 1920's and 1930's.",,en
2022-11-26 18:09:23+00:00,1596566804234895360,Marlyn99802970,"@vonderleyen @EU_Commission @ZelenskyyUa @UA_EUMission The U.S. has dropped at least 337,000 bombs in the past 20 years and has bombed

Syria for 5 years
Yemen for 7 years
Somalia for 15 years
Iraq for 16 years
Pakistan for 18 years
Afghanistan for 21 years

But now you care about Ukraine? https://t.co/ClU61eFbDc",,en
2022-11-26 18:09:09+00:00,1596566744747106304,TD651226,@MinPres @ZelenskyyUa @WFP Reality ... https://t.co/OPzBCCvzTq,,en
2022-11-26 18:09:00+00:00,1596566708944539648,ostap_kozak,@IngridaSimonyte @ZelenskyyUa Ukrainians have only one request that at the next NATO Summit in summer 2023 in Lithuania the decision will be made for Ukraine to join NATO.,,en
2022-11-26 18:08:56+00:00,1596566692787761155,DogsBreakfastAZ,@vonderleyen @ZelenskyyUa @EU_Commission If Ukraine is crushed by Putin there will only be more violence.  This is Putin’s entry into history. He is writing it as we experience it. He sees it as his crowning achievement. He can't be allowed to win.,,en
2022-11-26 18:08:46+00:00,1596566647980138498,Mave12198174,@vonderleyen @ZelenskyyUa @EU_Commission The EU Commission pays? The Commission pays nothing. You‘re making use of EU tax payers money. EU citizens pay the bill for all wrong decisions made by the EU and not having been able to stop the war but even been dragged by Ukraine into it.,,en
2022-11-26 18:07:48+00:00,1596566404505141248,benro_tw,@Charlie81207771 @vonderleyen @ZelenskyyUa @EU_Commission Great Russian misinformation. Thanks https://t.co/RzSolWwjIt,,en
2022-11-26 18:07:35+00:00,1596566349924700160,EevaPirila,"@DefenceU @ZelenskyyUa Well..
https://t.co/kyUgiq2myA",,en
2022-11-26 18:07:20+00:00,1596566289006612480,VPKreon,@BenGN90 @Aleksan15974612 @MFA_Ukraine @ZelenskyyUa Cringey. Like they were in a sci-fi movie being hypnotized.,,en
2022-11-26 18:07:16+00:00,1596566272766283778,handymanjoe,"@vonderleyen @ZelenskyyUa @EU_Commission Ban Wagner, classify Wagner as a terrorist group, seize all their assets and freeze all their funds,
Increase sanctions against Russia, Belarus, Serbia, Syria, Iran and North Korea to the max, work with partners to make this happen. Time for action.",,en
2022-11-26 18:07:11+00:00,1596566251676934149,JakoCst,@vonderleyen @ZelenskyyUa @UA_EUMission what you know about hunger https://t.co/8Fml2xgDFc,,en
2022-11-26 18:07:07+00:00,1596566233817677832,Pete_Arv,@Essen419 @Geostrategic777 @ChinaCovid666 @EraMertyn @LvivJournal @ZelenskyyUa Yeah maybe you should update your knowledge base. https://t.co/3iUzd9RTOX,,en
2022-11-26 18:06:55+00:00,1596566183389560832,Flugbugs,@vonderleyen @ZelenskyyUa @UA_EUMission Can someone please take away her phone and stop her from tweeting. This lady makes me sick and ruins the EU. Simply move to Kiev when you are so obsessed!,,en
2022-11-26 18:06:55+00:00,1596566182974439425,Maxi_2022_,"@vonderleyen @ZelenskyyUa @UA_EUMission This is what Ukraine exported before the conflict. How much grain is Ukraine currently exporting? I guess it has decreased a mínimum of 70% .The world does not depend on these exports.
You keep manipulating. https://t.co/GV89aEptlf",,en
2022-11-26 18:06:49+00:00,1596566159826063362,handymanjoe,"@DefenceU @ZelenskyyUa Ban Wagner, classify Wagner as a terrorist group, seize all their assets and freeze all their funds,
Increase sanctions against Russia, Belarus, Serbia, Syria, Iran and North Korea to the max, work with partners to make this happen. Time for action.",,en
2022-11-26 18:06:49+00:00,1596566157993312258,gchahal,"JUST IN: #BNNSlovenia Reports.

Ukraine President Volodymyr Zelensky (@ZelenskyyUa) on Saturday hosted a summit in Kyiv promoting Ukraine's ""Grain from Ukraine"" initiative, which is aimed at providing foodgrains to countries most vulnerable to famine and drought. #Ukraine https://t.co/iJj7WFATEu","['BNNSlovenia', 'Ukraine']",en
2022-11-26 18:06:47+00:00,1596566147939328001,creepyJoejunior,"@vonderleyen @ZelenskyyUa @EU_Commission blabllabla, blabla,blablablababa, RUSSIA, RUSSIA, RUSSIA. keep asleep, keep asleep!!!! summary of her press briefing",,en
2022-11-26 18:06:41+00:00,1596566122887016448,VPKreon,@Aleksan15974612 @MFA_Ukraine @ZelenskyyUa Cringey,,en
2022-11-26 18:06:20+00:00,1596566037310603264,benro_tw,@Maxi_2022_ @vonderleyen @ZelenskyyUa @EU_Commission Thanks https://t.co/ktN6v01TYv,,en
2022-11-26 18:06:18+00:00,1596566028099932166,SieradenSanny,"@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM @ZelenskyyUa  so sorry Belgium has no money ,that man lied to you , he can not give money his land is poor like hell, so sorry he lies",,en
2022-11-26 18:06:04+00:00,1596565970184769536,Roxana78154811,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM It’s gonna be a great party. Alex is hoping  with some Italian looking porn stars 😂🤣🤣🤣😂🤣🤣 https://t.co/9KyV59Qt4X,,en
2022-11-26 18:05:50+00:00,1596565909124136962,KMbussie,@Follymans @Mandy87616 @MinPres @ZelenskyyUa @WFP Happy little....,,en
2022-11-26 18:05:37+00:00,1596565857374965760,YuraSH_Lviv,"@IngridaSimonyte @ZelenskyyUa Dear Madam, Thank you for your support of Ukraine!",,en
2022-11-26 18:04:59+00:00,1596565695503818753,EleonoraDrag_75,"@DefenceU @ZelenskyyUa The glory of Ukraine will never die!
Your enemies will disappear like dew in the sun...
You, brothers, will reign in your free country!
Just like the words of your anthem, dear Ukrainian friends, so will your destiny!
Glory to Ukraine on the way to victory!
🇮🇹🙏❤️🇺🇦 https://t.co/73hJPqJdG2",,en
2022-11-26 18:04:53+00:00,1596565672355856384,goaway_bye_,@MasculineTheory @ZelenskyyUa in a nutshell,,en
2022-11-26 18:04:45+00:00,1596565637853503489,ABiratsis,@barbara60822660 @vonderleyen @ZelenskyyUa @EU_Commission What a shame for your ancestors to use the words and honour those who brutally slaughtered your people. How big ignorance can be really? Do you even know what i am talking about?i am talking about Nazi's who even today refuse to recognize the only official genocide against poles,,en
2022-11-26 18:04:30+00:00,1596565573730971649,Kelepatcha,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Belgium is the least supporting eu countries when it comes to providing weapons... do more and stop fiddling with russian diamonds,,en
2022-11-26 18:04:29+00:00,1596565570333593600,PupazzoGnagno,@vonderleyen @ZelenskyyUa @EU_Commission Show sms and resign! Liar!,,en
2022-11-26 18:04:21+00:00,1596565537819136002,ChrisMW17,"@shaorman @vonderleyen @ZelenskyyUa @EU_Commission In the UK because of the bird flu.
The UK isn’t anymore a EU member state.
In Russia they have a high demand for vacuum cleaners and washing machines. That’s probably the reason by these Vandals are looting them like Gold in Ukr.",,en
2022-11-26 18:04:19+00:00,1596565530445754368,benro_tw,@wtf_r_u_4_real @vonderleyen @EU_Commission @ZelenskyyUa Thanks https://t.co/DnegF5pC2U,,en
2022-11-26 18:03:57+00:00,1596565437545840640,benro_tw,@ignaciocisneros @vonderleyen @ZelenskyyUa @EU_Commission Thanks https://t.co/d9ZdCYNYeC,,en
2022-11-26 18:03:32+00:00,1596565330880794625,Beermat4,@JamesCleverly @ZelenskyyUa Stop wasting my tax money on this corrupt and nasty regime and instead spend it on stopping the dinghies!,,en
2022-11-26 18:03:19+00:00,1596565276811997184,rphlstck,"@Denys_Shmyhal @ZelenskyyUa by the end of spring you win t be there anymore
all this fucking extorsion of western citizen will finish soon https://t.co/VV23Dnm8u8",,en
2022-11-26 18:03:05+00:00,1596565216887988224,Vancouvercana10,@i_nautilus @RishiSunak @ZelenskyyUa Kenya is still under them. They pick our presidents to date. Rigging galore is the name of the game.,,en
2022-11-26 18:03:04+00:00,1596565213972529152,MarikaMaryxmas,"@vonderleyen @ZelenskyyUa @EU_Commission Did you also stand with Napoleon and Hitler? Hitler I guess ""yes""",,en
2022-11-26 18:02:41+00:00,1596565119060049920,shark_philip,"@vonderleyen @ZelenskyyUa @EU_Commission STOP POURING FUEL IN THE  FIRE, PEOPLE ARE DYING . SPEAK PEACE AND NEGOTIATION NOT ADDING SOUR TO INJURY",,en
2022-11-26 18:02:37+00:00,1596565100453822470,jeshaw81,@vonderleyen @ZelenskyyUa @UA_EUMission Thoughts are nice but your country is supporting Russia by not supplying adequate weaponry to Ukraine.,,en
2022-11-26 18:02:32+00:00,1596565080304668673,MartinRides,@theresecoffey @ZelenskyyUa You disgust me. We pay for all of this BS money laundering scam whilst our elderly will freeze and starve. https://t.co/CkJ6HdCb1r,,en
2022-11-26 18:02:29+00:00,1596565068036333568,Christe67984038,@MoerenhoutYves @alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Yes Yves es back 👍😂,,en
2022-11-26 18:02:14+00:00,1596565002768601088,OrokuSa1979,"@vonderleyen @ZelenskyyUa @EU_Commission ""President""...who elected you?",,en
2022-11-26 18:02:08+00:00,1596564980047962119,besiz,"@vonderleyen @ZelenskyyUa @EU_Commission Really, you can't guarantee visa liberalization for Kosovo despite 4yrs that Kosovo fulfilled twice as much obligations as the neighbouring countries, yet you claim you will guatantee food for Ukraine in war zone! BS.",,en
2022-11-26 18:01:50+00:00,1596564903275352065,DogsBreakfastAZ,@vonderleyen @ZelenskyyUa @EU_Commission Stand Up for Ukraine!,,en
2022-11-26 18:01:39+00:00,1596564857373229058,laoshr888,"@mfa_russia @rusembassyARM @RusEmbassyMinsk @Rfembkazakhstan @RusEmbKG @rusemb_dushanbe @CSTO_ODKB @CIS_Russia @KremlinRussia_E @MoscowTimes @SecDef @thejointstaff @DefenceHQ @NATO_SOF @jensstoltenberg @ZelenskyyUa @oleksiireznikov @zlj517 @VoiceofPD @BelarusMFA cc: @KremlinRussia_E You?
* you can't hide either",,en
2022-11-26 18:01:33+00:00,1596564834476097537,rule5triathlon,@vonderleyen @ZelenskyyUa @EU_Commission wizard's sleeve,,en
2022-11-26 18:01:09+00:00,1596564731510550529,Derkboy,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Russia did this for free. But these grain transports to poor countries have been confiscated by EU ports!,,en
2022-11-26 18:00:51+00:00,1596564655191003136,laoshr888,"@mfa_russia @rusembassyARM @RusEmbassyMinsk @Rfembkazakhstan @RusEmbKG @rusemb_dushanbe @CSTO_ODKB @CIS_Russia @KremlinRussia_E @MoscowTimes @SecDef @thejointstaff @DefenceHQ @NATO_SOF @jensstoltenberg @ZelenskyyUa @oleksiireznikov @zlj517 @VoiceofPD @BelarusMFA ""Where is that Piece of Shit Prime Minister of yours hiding at""?",,en
2022-11-26 17:59:54+00:00,1596564417780813827,mshriver10,@DefenceU @ZelenskyyUa EXPLAIN❗️ https://t.co/FpwaOrI1O1,,en
2022-11-26 17:59:40+00:00,1596564359408500737,JansonStephan,@vonderleyen @ZelenskyyUa @EU_Commission THIS DOG OF WAR WANTS  A TOTAL WIN IN A NO WIN  CHANCE RUSSIA WILL NEVER SEE NATO EU KNOCKING ON ITS DOOR,,en
2022-11-26 17:59:39+00:00,1596564353771515904,PurpleTheNurp,@SamuraiOmchen @LlopisMarta95 @ZelenskyyUa @vonderleyen Get better material https://t.co/uawldz94c6,,en
2022-11-26 17:59:08+00:00,1596564223756222464,ABiratsis,@TheTaskForce68 @vonderleyen @ZelenskyyUa @EU_Commission No because her friends in US need to control all the food production that's why. So Dutch farmers stop feeding your people and producing any kind of goods... environments comes first! Your friends Americans will provide you with x4 more expensive products as they did with gas.,,en
2022-11-26 17:59:04+00:00,1596564206156804096,pareltje08,@Bailawithlove @MinPres @ZelenskyyUa @WFP Amen🙏💯,,en
2022-11-26 17:58:46+00:00,1596564130852663298,auto61sec,@RishiSunak @ZelenskyyUa NHS IS ON ITS KNEES!,,en
2022-11-26 17:58:30+00:00,1596564066209652736,revchris4,@vonderleyen @ZelenskyyUa @EU_Commission Dear Ms Ursula something must be done to finish Russian's aggression and terrorism.,,en
2022-11-26 17:58:26+00:00,1596564049214738432,Elenamirko7,@IngridaSimonyte @ZelenskyyUa Thank you for supporting Ukraine,,en
2022-11-26 17:58:19+00:00,1596564018117939200,Arthur40215061,@vonderleyen @ZelenskyyUa @UA_EUMission I hope this will not happen again...😭 GLORY TO UKRAINE🇺🇦,,en
2022-11-26 17:58:19+00:00,1596564017287467008,Questionevry,@RishiSunak @ZelenskyyUa The ukraine puppet show continues….,,en
2022-11-26 17:58:09+00:00,1596563975982166016,auto61sec,"@RishiSunak @ZelenskyyUa Winter pressure is just around the corner, and you are spending all that money instead of looking after your country and your people. How sad is that?",,en
2022-11-26 17:58:03+00:00,1596563950287872000,Provcefl,"@Darklor33703062 @DefenceU @ZelenskyyUa Nothing interesting, just a new troll.",,en
2022-11-26 17:57:52+00:00,1596563907002662912,VPKreon,@RobinsonSpace @MFA_Ukraine @Mariana_Betsa @ZelenskyyUa Clearly you were born yesterday.,,en
2022-11-26 17:57:47+00:00,1596563885041000452,paulusB1980,@vonderleyen @ZelenskyyUa @EU_Commission #WEF The new Nazis,['WEF'],en
2022-11-26 17:57:46+00:00,1596563882054938624,The__Renewables,Check out this item on OpenSea https://t.co/1VPLy24KTp via @opensea #theartforukraine #theartofnolimits #wearestillfighting #Ukraine #Ukrainian #UkrainianArmy @ZelenskyyUa #art #NFT #Trending #artist #GordonBergmann,"['theartforukraine', 'theartofnolimits', 'wearestillfighting', 'Ukraine', 'Ukrainian', 'UkrainianArmy', 'art', 'NFT', 'Trending', 'artist', 'GordonBergmann']",en
2022-11-26 17:57:45+00:00,1596563874748289024,dercolmi,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM https://t.co/YjffizivX3 … are we sure that  we are especially supporting countries with severe food insecurity? Slava 🇺🇦!,,en
2022-11-26 17:57:41+00:00,1596563860739469313,HakanAk65110860,"@MinPres @ZelenskyyUa @WFP You are a shameless, dishonest, and hypocritical politician.",,en
2022-11-26 17:57:10+00:00,1596563729600040960,dicostanzo_j,"@vonderleyen @ZelenskyyUa @UA_EUMission What do you think usurper von Jezebel doesn't want peace talks, they need a monster to create, so they can protect you by enforcing more laws to control you",,en
2022-11-26 17:57:07+00:00,1596563716602052609,SalceTisk,@vonderleyen @ZelenskyyUa @EU_Commission You can be ashamed of yourself...,,en
2022-11-26 17:56:56+00:00,1596563670137507842,k3873249,@Bama175 @rainejarvis13 @wolnyduch @ZelenskyyUa @RishiSunak @JustinTrudeau Cope,,en
2022-11-26 17:56:41+00:00,1596563606044561408,Quid420James,@alexanderdecroo @ZelenskyyUa @MFA_Ukraine @Ukraine @BelgiumUN @BelgiumEU @BelgiumMFA @hadjalahbib @BelgiumUkraine This guy 🤡🤣,,en
2022-11-26 17:56:40+00:00,1596563604450340864,FredDhondt,"@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Nice, but Mister Prime Minister (from a party that ended 6th in the latest elections) what about your failing budget in your ownncountry!",,en
2022-11-26 17:56:37+00:00,1596563591016361985,MIMilic,@MailS @Billybo46492358 @Mimi95225930 @vonderleyen @ZelenskyyUa @EU_Commission Negation of facts obstructs the cure. I send you facts you send photoshop. Children negate reality. When grown men do it is either disease or malignancy.,,en
2022-11-26 17:56:24+00:00,1596563536209215488,tasetipresident,@Maks_Lviv @fierce__calm @DefenceU @Liberov @ZelenskyyUa Truth is stranger than fiction,,en
2022-11-26 17:56:16+00:00,1596563501384073216,TochukwuWealth,"@vonderleyen @ZelenskyyUa @EU_Commission Have you ever made mention of Nigeria civil war of 1967- 1970?
Eu especially UK used food as a weapon against Eastern Nigerians. Greatest genocide ever committed in the world. Hypocrites!",,en
2022-11-26 17:56:05+00:00,1596563455082831872,FmaNemo,@vonderleyen @ZelenskyyUa @EU_Commission Is asking You to stop lying the equivalent of asking You to stop breathing? Russia is sending grain to Africa. The EU isn't - in fact they are hoarding stolen grain from Ukraine. And this - https://t.co/pLIa3ROMU0,,en
2022-11-26 17:55:50+00:00,1596563393087176704,RealityWhatever,@alexanderdecroo @ZelenskyyUa @BelgiumMFA @BelgiumEU @hadjalahbib @BelgiumUkraine @MFA_Ukraine @Ukraine @Denys_Shmyhal @BelgiumUN @MorawieckiM Don’t you just take the grain to western countries?,,en
2022-11-26 17:55:45+00:00,1596563371536814080,Aleksan76546148,"@IngridaSimonyte @ZelenskyyUa QED, your marriage rituals were inserted by enemies of the state. Imagine proposing to someone only to see that you cursed them to a military tribune under the accusation of attempting to steal the glory of past heros",,en
2022-11-26 17:55:35+00:00,1596563329958436865,benro_tw,@mario_starman @vonderleyen @ZelenskyyUa @EU_Commission Save from the real nazi Poutine? https://t.co/8WU9mq1bnb,,en
2022-11-26 17:55:12+00:00,1596563234433028096,mieuthu2005,@Gruff_William @pacifist75 @karisutra @ZelenskyyUa @vonderleyen This is a real Nazi. https://t.co/s8YrouACq6,,en
2022-11-26 17:55:04+00:00,1596563199020916737,dani_in_the_sea,"@ulfarson @Petra731516 @PollyEstra @SwedishPM @WFP @ZelenskyyUa Russia is invading Ukraine while usa is using Ukraine as a means to weaken Russia. usa demolished countries through proxy wars, and that's what they're doing to Ukraine now. Usa does it many times and no one cares. Why are you all caring now when you're so good at not caring?",,en
2022-11-26 17:54:40+00:00,1596563098516725760,dicostanzo_j,"@vonderleyen @ZelenskyyUa @UA_EUMission Bill Gates, the planet's overpopulated, but we want you to be safe and take your vaccine, that makes no sense just like usurper von jezebel",,en
